date,BOM Data,Weather Station Data
25/06/2019 19:00,9.43,0.0
25/06/2019 20:00,9.43,0.0
25/06/2019 21:00,9.43,0.0
25/06/2019 22:00,9.43,0.0
25/06/2019 23:00,9.43,0.0
26/06/2019 00:00,6.69,0.0
26/06/2019 01:00,6.69,0.0
26/06/2019 02:00,6.69,0.0
26/06/2019 03:00,6.69,0.0
26/06/2019 04:00,6.69,0.0
26/06/2019 05:00,6.69,0.0
26/06/2019 06:00,6.69,0.0
26/06/2019 07:00,6.69,10.01
26/06/2019 08:00,6.69,83.925
26/06/2019 09:00,6.69,191.51
26/06/2019 10:00,6.69,337.96
26/06/2019 11:00,6.69,148.97
26/06/2019 12:00,6.69,162.24
26/06/2019 13:00,6.69,99.87
26/06/2019 14:00,6.69,108.2
26/06/2019 15:00,6.69,79.71
26/06/2019 16:00,6.69,27.44
26/06/2019 17:00,6.69,0.0
26/06/2019 18:00,6.69,0.0
26/06/2019 19:00,6.69,0.0
26/06/2019 20:00,6.69,0.0
26/06/2019 21:00,6.69,0.0
26/06/2019 22:00,6.69,0.0
26/06/2019 23:00,6.69,0.0
27/06/2019 00:00,12.38,0.0
27/06/2019 01:00,12.38,0.0
27/06/2019 02:00,12.38,0.0
27/06/2019 03:00,12.38,0.0
27/06/2019 04:00,12.38,0.0
27/06/2019 05:00,12.38,0.0
27/06/2019 06:00,12.38,0.0
27/06/2019 07:00,12.38,37.665
27/06/2019 08:00,12.38,424.26
27/06/2019 09:00,12.38,204.26
27/06/2019 10:00,12.38,660.2
27/06/2019 11:00,12.38,145.85
27/06/2019 12:00,12.38,599.08
27/06/2019 13:00,12.38,381.56
27/06/2019 14:00,12.38,122.56
27/06/2019 15:00,12.38,109.4
27/06/2019 16:00,12.38,112.42
27/06/2019 17:00,12.38,2.685
27/06/2019 18:00,12.38,0.0
27/06/2019 19:00,12.38,0.0
27/06/2019 20:00,12.38,0.0
27/06/2019 21:00,12.38,0.0
27/06/2019 22:00,12.38,0.0
27/06/2019 23:00,12.38,0.0
28/06/2019 00:00,11.97,0.0
28/06/2019 01:00,11.97,0.0
28/06/2019 02:00,11.97,0.0
28/06/2019 03:00,11.97,0.0
28/06/2019 04:00,11.97,0.0
28/06/2019 05:00,11.97,0.0
28/06/2019 06:00,11.97,0.0
28/06/2019 07:00,11.97,49.08
28/06/2019 08:00,11.97,369.6
28/06/2019 09:00,11.97,204.88
28/06/2019 10:00,11.97,536.71
28/06/2019 11:00,11.97,193.94
28/06/2019 12:00,11.97,295.8
28/06/2019 13:00,11.97,367.81
28/06/2019 14:00,11.97,277.845
28/06/2019 15:00,11.97,132.81
28/06/2019 16:00,11.97,60.105
28/06/2019 17:00,11.97,2.955
28/06/2019 18:00,11.97,0.0
28/06/2019 19:00,11.97,0.0
28/06/2019 20:00,11.97,0.0
28/06/2019 21:00,11.97,0.0
28/06/2019 22:00,11.97,0.0
28/06/2019 23:00,11.97,0.0
29/06/2019 00:00,10.97,0.0
29/06/2019 01:00,10.97,0.0
29/06/2019 02:00,10.97,0.0
29/06/2019 03:00,10.97,0.0
29/06/2019 04:00,10.97,0.0
29/06/2019 05:00,10.97,0.0
29/06/2019 06:00,10.97,0.0
29/06/2019 07:00,10.97,25.445
29/06/2019 08:00,10.97,111.97
29/06/2019 09:00,10.97,463.05
29/06/2019 10:00,10.97,243.31
29/06/2019 11:00,10.97,150.29
29/06/2019 12:00,10.97,424.85
29/06/2019 13:00,10.97,488.815
29/06/2019 14:00,10.97,229.94
29/06/2019 15:00,10.97,260.915
29/06/2019 16:00,10.97,71.24
29/06/2019 17:00,10.97,3.12
29/06/2019 18:00,10.97,0.0
29/06/2019 19:00,10.97,0.0
29/06/2019 20:00,10.97,0.0
29/06/2019 21:00,10.97,0.0
29/06/2019 22:00,10.97,0.0
29/06/2019 23:00,10.97,0.0
30/06/2019 00:00,14.17,0.0
30/06/2019 01:00,14.17,0.0
30/06/2019 02:00,14.17,0.0
30/06/2019 03:00,14.17,0.0
30/06/2019 04:00,14.17,0.0
30/06/2019 05:00,14.17,0.0
30/06/2019 06:00,14.17,0.0
30/06/2019 07:00,14.17,32.67
